model,score_test,score_val,pred_time_test,pred_time_val,fit_time_marginal,fit_order,Target
Chronos[autogluon__chronos-bolt-small],-0.7886897701625398,-0.8499895337892784,2.245607614517212,0.0208854675292968,1.7341079711914062,7,SC42
DirectTabular,-0.8698014347570667,-0.8499751932294577,0.0913307666778564,0.0641188621520996,1.1903390884399414,3,SC42
AutoARIMA,-0.8726145524026466,-1.027713330302392,33.03781771659851,32.76992702484131,35.28194642066956,6,SC42
TemporalFusionTransformer,-1.0803285229479098,-0.7053650566265257,0.2489762306213379,0.0690090656280517,89.7892951965332,8,SC42
DeepAR,-2.0399639324014456,-1.103335342340556,0.1082634925842285,0.0520615577697753,129.454496383667,9,SC42
WeightedEnsemble,-0.6743316641537107,-0.6806123582770478,0.6497032642364502,0.4042210578918457,0.9241304397583008,11,SC43
DynamicOptimizedTheta,-0.7192421359456439,-0.8692105466492313,0.2470154762268066,0.175006628036499,0.2639968395233154,4,SC43
AutoETS,-0.8151084664393228,-0.8504909827288449,0.2001876831054687,0.1982648372650146,0.2638888359069824,5,SC43
RecursiveTabular,-0.825532362285514,-0.9863515448084884,0.0482795238494873,0.0422232151031494,0.9762675762176514,2,SC43
TemporalFusionTransformer,-0.8351782878996313,-0.7514936219401857,0.1870629787445068,0.0627520084381103,71.14883399009705,8,SC43
Naive,-0.8773894536982084,-0.9364330421345516,0.0898778438568115,0.0852689743041992,0.1486549377441406,1,SC43
AutoARIMA,-0.9210757731138128,-1.0259321660319514,36.0069625377655,32.63171625137329,34.175493240356445,6,SC43
Chronos[autogluon__chronos-bolt-small],-0.9345308131912764,-0.8597442874244625,1.9117023944854736,0.0365800857543945,1.895472526550293,7,SC43
PatchTST,-1.1420770206232886,-0.7814930284465629,0.1708743572235107,0.0940725803375244,38.22164058685303,10,SC43
DirectTabular,-1.2802456151806,-0.8744288460482503,0.0796523094177246,0.0634005069732666,1.0778939723968506,3,SC43
DeepAR,-1.4155284864037951,-0.9686529128411224,0.0840654373168945,0.0491316318511962,71.21318125724792,9,SC43
